iter	Logloss
162	0.3144955993
163	0.3132057667
164	0.3119700538
165	0.3109017756
166	0.3092305422
167	0.3083892637
168	0.3069094472
169	0.3054948476
170	0.3040666792
171	0.3033288717
172	0.3019383139
173	0.3008484244
174	0.2995128857
175	0.2986347702
176	0.297331557
177	0.296286526
178	0.2955370426
179	0.2945974549
180	0.2935773955
181	0.2924152467
182	0.2912402299
183	0.2899949696
184	0.288689873
185	0.287581706
186	0.2863400049
187	0.2854857842
188	0.2844265911
189	0.2836058921
190	0.28214061
191	0.281009882
192	0.2798629337
193	0.2788797935
194	0.2776801493
195	0.2762501584
196	0.2752585689
197	0.2742380593
198	0.273255788
199	0.2721346405
200	0.2712244378
201	0.2702847322
202	0.2692830125
203	0.2684756266
204	0.2673147122
205	0.2664281699
206	0.2656101267
207	0.2645821677
208	0.2633948869
209	0.2625056452
210	0.2618518247
211	0.2611282931
212	0.2599431223
213	0.2590552211
214	0.2583194362
215	0.2576248288
216	0.2568693625
217	0.2557748583
218	0.2548000627
219	0.2536982179
220	0.25295825
221	0.2524354829
222	0.2514424708
223	0.2503589458
224	0.2494908386
225	0.2485527237
226	0.2481322328
227	0.2472175757
228	0.2462257981
229	0.2452666057
230	0.2442294055
231	0.2432837539
232	0.2425398019
233	0.2416927788
234	0.240716607
235	0.2401350763
236	0.2394457009
237	0.2387615879
238	0.2382876224
239	0.2374360853
240	0.2365843481
241	0.2358412875
242	0.2349104034
243	0.2340774192
244	0.2329148597
245	0.2322388212
246	0.2312750061
247	0.2305860731
248	0.2299065431
249	0.2289222413
250	0.2282728659
251	0.227587635
252	0.2267193596
253	0.2261731135
254	0.2255742775
255	0.2247101638
256	0.2240262151
257	0.2232283579
258	0.2226093849
259	0.2218963861
260	0.2211623457
261	0.2205555651
262	0.2197388013
263	0.2187550889
264	0.2181028207
265	0.2174820238
266	0.2167313059
267	0.2161687599
268	0.2153433243
269	0.2147136251
270	0.213836805
271	0.2130854117
272	0.2124607179
273	0.211796199
274	0.21120766
275	0.2104700751
276	0.209558928
277	0.2086736613
278	0.2080955519
279	0.2071589867
280	0.2064806408
281	0.2059945424
282	0.2054070314
283	0.2049831894
284	0.2041724443
285	0.2035430325
286	0.2028957182
287	0.202245246
288	0.2015619304
289	0.2010868337
290	0.2004822731
291	0.1995941454
292	0.1990051005
293	0.1985057275
294	0.1979690287
295	0.1972996606
296	0.1964648856
297	0.1955403884
298	0.1947906388
299	0.1941430516
300	0.1935885721
301	0.1930242618
302	0.1926146693
303	0.192121164
304	0.1915025287
305	0.1909674644
306	0.1903275702
307	0.1898610857
308	0.1890301069
309	0.1885083596
310	0.1880749623
311	0.1875726038
312	0.1868740055
313	0.1862301217
314	0.1857219272
315	0.184970763
316	0.1844818327
317	0.1839687877
318	0.1835343493
319	0.1830367274
320	0.1823889838
321	0.1819361157
322	0.1814808395
323	0.1809145
324	0.1804532078
325	0.1799968958
326	0.1792991797
327	0.1788466877
328	0.1783740309
329	0.1778271145
330	0.1772567299
331	0.1767009868
332	0.1761135684
333	0.175648276
334	0.1752095991
335	0.174684453
336	0.1741427024
337	0.1737355947
338	0.1733300845
339	0.1728761355
340	0.1723720233
341	0.1719084846
342	0.1714559423
343	0.1708776977
344	0.1703158087
345	0.1697180669
346	0.1692982568
347	0.1688397355
348	0.1684964604
349	0.1678521368
350	0.1674220032
351	0.1668008619
352	0.1661501699
353	0.1658163945
354	0.1654290703
355	0.1647675912
356	0.1642831273
357	0.1637874603
358	0.1631993479
359	0.1627310647
360	0.1621162468
361	0.161743972
362	0.1613980452
363	0.1609101137
364	0.1605977323
365	0.1602354606
366	0.1598841164
367	0.1594860262
368	0.1591165251
369	0.1588857253
370	0.158359819
371	0.1578984605
372	0.1575588306
373	0.1569914076
374	0.1566386276
375	0.1562904835
376	0.1557743337
377	0.1554250187
378	0.1551321162
379	0.1546901147
380	0.1541461256
381	0.1537876315
382	0.1534077432
383	0.1529442231
384	0.152650102
385	0.1522571087
386	0.1517587476
387	0.1514821741
388	0.1509833177
389	0.1504869461
390	0.1502256208
391	0.1498347018
392	0.1493290398
393	0.1488043202
394	0.1484874407
395	0.1479411576
396	0.1475340764
397	0.1469724682
398	0.1464241134
399	0.1459554407
400	0.1454812182
401	0.1451674117
402	0.1447676367
403	0.1443446133
404	0.1438234674
405	0.1434403075
406	0.1429697964
407	0.1426461087
408	0.1421681722
409	0.1417868084
410	0.1414451149
411	0.1411273744
412	0.1408339606
413	0.1404415872
414	0.1401064926
415	0.139767011
416	0.139401314
417	0.1390304195
418	0.1385855595
419	0.1381973796
420	0.1378281328
421	0.1374832153
422	0.1371379958
423	0.1367562215
424	0.136433212
425	0.1360037989
426	0.1356508732
427	0.1353460736
428	0.135078809
429	0.1347819461
430	0.1344582849
431	0.1341740714
432	0.1339437538
433	0.133471375
434	0.1331653727
435	0.1327269316
436	0.1322408544
437	0.1319737381
438	0.1316303862
439	0.1312499417
440	0.13093431
441	0.1305767271
442	0.1302649816
443	0.1299813324
444	0.1296472311
445	0.1292880376
446	0.1289873335
447	0.1287395345
448	0.1283594661
449	0.1279332134
450	0.1275878588
451	0.1273128801
452	0.1271943251
453	0.1269254737
454	0.1266796589
455	0.126400431
456	0.1262164407
457	0.1259057151
458	0.1255553034
459	0.1252491342
460	0.1248529461
461	0.1244407707
462	0.1241543319
463	0.12387783
464	0.1236183617
465	0.1232352177
466	0.1228638834
467	0.1226213932
468	0.1223133458
469	0.1219220877
470	0.1216202868
471	0.1213005437
472	0.1210117128
473	0.1207081609
474	0.1204456753
475	0.1201582591
476	0.1198109547
477	0.119523459
478	0.119218768
479	0.1190026495
480	0.1187425137
481	0.118511539
482	0.118242791
483	0.1178941488
484	0.1176530626
485	0.1173769342
486	0.1171867212
487	0.1170427428
488	0.1167614725
489	0.1162851148
490	0.1159714884
491	0.1157750845
492	0.1154691829
493	0.1151843097
494	0.1149163061
495	0.1146768623
496	0.114465136
497	0.1142319812
498	0.1140153514
499	0.1137017144
500	0.1135035435
501	0.113279642
502	0.1130615022
503	0.1128505018
504	0.1126136859
505	0.1123967674
506	0.1121138758
507	0.1118926578
508	0.1116916921
509	0.11144215
510	0.1112311284
511	0.1110539569
512	0.1108130084
513	0.1105944395
514	0.110333146
515	0.1100968573
516	0.1097788122
517	0.109423452
518	0.1092550993
519	0.1090379
520	0.1087739415
521	0.1085525248
522	0.108361178
523	0.1081426806
524	0.1078895542
525	0.1076482799
526	0.107423385
527	0.1072099023
528	0.1070117156
529	0.106787067
530	0.106457101
531	0.1062659237
532	0.1060542107
533	0.1058407598
534	0.1055002054
535	0.1052675936
536	0.1050732003
537	0.1048651695
538	0.1046050681
539	0.104291296
540	0.1040685283
541	0.1037459665
542	0.1035564952
543	0.1034355243
544	0.1031754441
545	0.1030832979
546	0.1029046032
547	0.1027203533
548	0.1025325166
549	0.1023426771
550	0.1020928144
551	0.101776282
552	0.1015673134
553	0.1012200779
554	0.1010173798
555	0.1007834514
556	0.1005810897
557	0.1003448407
558	0.1001778444
559	0.09998990165
560	0.09977504147
561	0.09953403473
562	0.09932392173
563	0.09915470017
564	0.09902412626
565	0.09886578189
566	0.0986771769
567	0.0985338264
568	0.09837860001
569	0.0982424736
570	0.09803518719
571	0.09778024091
572	0.09766197205
573	0.0974591944
574	0.09728563627
575	0.09717628956
576	0.09705838627
577	0.09681563377
578	0.09662832419
579	0.096434021
580	0.0962300539
581	0.09607243538
582	0.09591322475
583	0.09562360181
584	0.09544984235
585	0.0952398883
586	0.09499097135
587	0.09482304785
588	0.0946650664
589	0.09443877273
590	0.09422417482
591	0.09407241874
592	0.09383488231
593	0.09366089768
594	0.09348795149
595	0.09321873453
596	0.09306754536
597	0.09283392429
598	0.09266529083
599	0.09238653448
600	0.09225042926
601	0.0920172188
602	0.09188271099
603	0.09167629083
604	0.09145628611
605	0.0912359847
606	0.0910112381
607	0.09087404675
608	0.09066282643
609	0.09051137235
610	0.09028482437
611	0.09005237155
612	0.08991285695
613	0.08975792726
614	0.08961016072
615	0.08945477274
616	0.08924339347
617	0.08917021486
618	0.08897843626
619	0.08884658549
620	0.08873423205
621	0.08854265213
622	0.08835677041
623	0.08822529846
624	0.08808026844
625	0.08793671926
626	0.087783734
627	0.08765848213
628	0.0874494738
629	0.08727385203
630	0.08710397879
631	0.08694543044
632	0.08674559328
633	0.08663074176
634	0.08641571204
635	0.08625485632
636	0.08611440394
637	0.08596982426
638	0.08581340578
639	0.08569751316
640	0.08553426796
641	0.08535806868
642	0.08518533707
643	0.08496790462
644	0.0847878933
645	0.08464535342
646	0.08450910515
647	0.08430944284
648	0.08410932488
649	0.08395659924
650	0.0838610914
651	0.08365175989
652	0.08351974487
653	0.08332995839
654	0.08320023749
655	0.08308710522
656	0.08291299608
657	0.08273062441
658	0.08257504834
659	0.08240507444
660	0.08223662906
661	0.08203162882
662	0.08188400533
663	0.08174653848
664	0.08163512283
665	0.08152998818
666	0.08141873413
667	0.08126361635
668	0.08111489614
669	0.08101323975
670	0.08080794017
671	0.0806896766
672	0.08052288426
673	0.08038152854
674	0.08030028873
675	0.08022238678
676	0.08012064033
677	0.0799819231
678	0.07984850672
679	0.07970634302
680	0.07958547804
681	0.07947722806
682	0.0793302695
683	0.07912857797
684	0.07897425228
685	0.0787993749
686	0.07868013647
687	0.0785609987
688	0.07845468256
689	0.07833098306
690	0.07817420959
691	0.0780746407
692	0.07787365648
693	0.07775446839
694	0.07763341798
695	0.07741753525
696	0.07730559773
697	0.07716633479
698	0.07699822585
699	0.07681161033
700	0.07671386666
701	0.07660962476
702	0.07645910846
703	0.07628005081
704	0.0761540148
705	0.07606563568
706	0.07593407366
707	0.07579971419
708	0.07557261255
709	0.07538429101
710	0.07521359656
711	0.07509116597
712	0.07493041091
713	0.07482739819
714	0.0746606297
715	0.07455059952
716	0.07446364032
717	0.07435034646
718	0.07423455185
719	0.07411766317
720	0.07402607335
721	0.07388158109
722	0.07371429072
723	0.0735937198
724	0.07349268066
725	0.07331253158
726	0.07315544552
727	0.07301405271
728	0.0729328182
729	0.07284080717
730	0.0727345811
731	0.07261736658
732	0.07244869868
733	0.07235729694
734	0.07216345469
735	0.07202216519
736	0.07190499836
737	0.07172467973
738	0.07159853246
739	0.07148588763
740	0.07141670121
741	0.07130892012
742	0.07120170858
743	0.07108207544
744	0.07094862461
745	0.07084207535
746	0.07074159516
747	0.07064136664
748	0.07051113447
749	0.07039538754
750	0.07028870053
751	0.07017896705
752	0.07003311316
753	0.06984385649
754	0.06976576646
755	0.06962409814
756	0.0694551203
757	0.06933625539
758	0.0692050404
759	0.06912292375
760	0.06902258396
761	0.06890349918
762	0.06878673765
763	0.06864813699
764	0.0685274548
765	0.068393045
766	0.06822414133
767	0.06811566618
768	0.06797330115
769	0.06786304315
770	0.06777940326
771	0.067645465
772	0.06755208969
773	0.06746819019
774	0.06730726825
775	0.06715687381
776	0.06705816322
777	0.06696849399
778	0.06686761114
779	0.06675869889
780	0.06665748225
781	0.06652797593
782	0.06642772622
783	0.06632708973
784	0.0662447585
785	0.06614766916
786	0.0660399437
787	0.06597177453
788	0.065887377
789	0.0657772806
790	0.06567975945
791	0.06556671196
792	0.06547402806
793	0.06539589829
794	0.06532543235
795	0.065208594
796	0.06511435774
797	0.06500102149
798	0.06488777796
799	0.06480858591
800	0.06472903887
801	0.06462711228
802	0.06448671818
803	0.06440651947
804	0.06432700952
805	0.06423406336
806	0.06412541072
807	0.06403012011
808	0.06396955914
809	0.0638641172
810	0.06378451188
811	0.06366208394
812	0.06352789932
813	0.06345703072
814	0.06335072252
815	0.06323475838
816	0.06313335101
817	0.062990782
818	0.06290833155
819	0.06283065478
820	0.06270680163
821	0.06258920829
822	0.06248490545
823	0.06241518392
824	0.06230427689
825	0.06218406359
826	0.06206697623
827	0.06199003855
828	0.06188613044
829	0.06179396841
830	0.06166197194
831	0.06152199639
832	0.06140069432
833	0.0613171445
834	0.06125598219
835	0.06114935345
836	0.06107024352
837	0.06099840535
838	0.06090224319
839	0.06079809931
840	0.0606883155
841	0.06059293482
842	0.06050224569
843	0.06038553185
844	0.06033150885
845	0.06026602586
846	0.06016239855
847	0.06007158226
848	0.05998442968
849	0.05989403725
850	0.05979600218
851	0.0597288741
852	0.05961149534
853	0.05953446759
854	0.05940025647
855	0.05932363404
856	0.05926269425
857	0.05916086038
858	0.05909276803
859	0.05902789964
860	0.0589379549
861	0.05884714656
862	0.05873641968
863	0.0586527639
864	0.05857282745
865	0.05843850772
866	0.05836353567
867	0.05827607314
868	0.05819712745
869	0.05811078019
870	0.05801720354
871	0.05792988406
872	0.05781383514
873	0.05774637593
874	0.05767949687
875	0.05757631196
876	0.05748211543
877	0.05737853845
878	0.05731359588
879	0.05719510184
880	0.05713321633
881	0.05705059899
882	0.05696966913
883	0.05687564479
884	0.05678038332
885	0.05670196215
886	0.05663308567
887	0.05651190811
888	0.05642038981
889	0.0563451714
890	0.0562731213
891	0.05619135698
892	0.05611415174
893	0.05601544645
894	0.05591827499
895	0.05582166778
896	0.05573649406
897	0.05567543242
898	0.05560998122
899	0.0555347734
900	0.05543649197
901	0.05536755456
902	0.0552722772
903	0.05518746111
904	0.05509228177
905	0.05501179695
906	0.05492531459
907	0.0548580567
908	0.05479879379
909	0.05472982195
910	0.05463922289
911	0.05458529525
912	0.05449396769
913	0.05439616309
914	0.05433620877
915	0.05422781573
916	0.05411297745
917	0.05402525796
918	0.05397621261
919	0.05390792688
920	0.05378840235
921	0.05369622972
922	0.05362442864
923	0.05355263021
924	0.05349804031
925	0.05341646936
926	0.05335045391
927	0.05328253905
928	0.05318080849
929	0.05310741266
930	0.05300965574
931	0.05294081635
932	0.05287044843
933	0.0527838707
934	0.05269295639
935	0.05263743136
936	0.05254918999
937	0.05249609152
938	0.05238641633
939	0.05230785741
940	0.05222198433
941	0.05215371185
942	0.05210360421
943	0.05201093091
944	0.05192338626
945	0.05187182956
946	0.05174560547
947	0.05168126159
948	0.0516102208
949	0.05154234833
950	0.05146678819
951	0.05141057703
952	0.05133785407
953	0.05126998954
954	0.0512011528
955	0.05112974644
956	0.05104535156
957	0.05098027123
958	0.05090346866
959	0.05083300273
960	0.05077803665
961	0.05068581634
962	0.05062081284
963	0.05058388445
964	0.05049670272
965	0.05044920974
966	0.05036127567
967	0.05027508736
968	0.05018468698
969	0.05008538034
970	0.05000109408
971	0.04991575082
972	0.04985734622
973	0.04978292253
974	0.04970930947
975	0.04962484572
976	0.04957146115
977	0.04948934979
978	0.0494325161
979	0.04936010573
980	0.04927981165
981	0.04919426176
982	0.04913028611
983	0.04906885889
984	0.04900183943
985	0.04894255797
986	0.04886848397
987	0.04880219565
988	0.0486779107
989	0.04861533377
990	0.04852161672
991	0.04845648607
992	0.04839159913
993	0.04833958679
994	0.04827457534
995	0.04818895393
996	0.04812949234
997	0.04805061552
998	0.04799029562
999	0.04793031481
