site_id,longitude,latitude,mean_power,distancia_m,profundidad_m,optimo
1611410015,-0.9872,37.5878,2.621004269,1282.3454100505614,-11.0,0
2088098,0.333,38.167,9.356095775,69784.64739273282,-624.0,0
4038010,-15.333,28.083,22.00778819,8368.007714497124,-801.0,1
4004018,-18.167,28.75,35.62286425,18347.015673569167,-2564.0,1
4033010,-15.75,28.083,21.02185772,4055.1419831168273,-67.0,0
1054136,-6.5,59.0,81.04554019,107882.96798596946,-114.0,0
2108112,2.0,39.333,9.456669914,51079.26943272136,-689.0,0
2106100,1.833,38.333,10.43212136,53448.567844438665,-1399.0,0
2128126,3.667,40.5,15.78630099,68216.82302632283,-2153.0,0
812100091,1.43228386,38.89019024,4.665049118,1001.8971587192316,-16.0,0
1010015,-17.5,28.75,33.21018205,24685.083215794544,-3000.0,1
3140048,-3.667,44.0,49.1988546,74888.21945446562,-3184.0,0
6070010,-5.333,35.917,6.141418865,1002.8249030374952,-58.0,0
4038009,-15.333,28.0,19.03932881,3550.054936497155,-259.0,1
1056090,-6.0,47.5,69.4243088,167519.98130859985,-151.0,0
2111114,2.25,39.5,8.070433331,14490.631833469535,-100.0,0
2138120,4.5,40.0,17.29575538,24012.293803201308,-1281.0,1
2115114,2.583,39.5,3.67918935,3755.567111883588,-36.0,0
6000042,-6.5,36.45,13.04405252,24145.5511392953,-63.0,0
3016040,-8.833,43.667,65.93810953,50001.53469646669,-330.0,0
2126130,3.5,40.833,15.3611454,120331.81720145947,-2337.0,0
2124138,3.333,41.5,12.88421761,53371.44414000826,-544.0,0
2044074,-3.333,36.167,11.24790519,73695.19134135482,-799.0,0
4054000,-14.0,27.25,21.74251618,66980.5407733263,-1563.0,0
1040062,-10.0,40.5,58.38115839,129128.4635424866,-3043.0,0
3138035,-3.75,43.463,14.46390906,160.36973667722728,-5.0,0
2104118,1.667,39.833,10.36524582,83280.07636646199,-1608.0,0
2133121,4.083,40.083,13.79268926,1729.0651600736426,-34.0,0
1413100003,-17.10822,28.08607,4.602638843,157.27050499857458,-45.0,0
4026018,-16.333,28.75,34.80480091,22646.04783717399,-3049.0,1
1040082,-10.0,45.5,78.12324175,353653.9437162464,-3884.0,0
4007020,-17.917,28.917,36.78001453,7831.0243768995715,-1642.0,1
4006008,-18.0,27.917,33.74672132,10862.648294018029,-2072.0,1
1525100023,-1.89718,36.96873,5.098220403,834.0166952171523,0.0,0
6026026,-6.067,36.183,12.78563348,3232.415657648796,-20.0,0
2084107,0.0,38.917,5.324229051,5878.051790338378,-32767.0,0
3176036,-2.167,43.5,38.62176487,28570.158093291902,-153.0,0
1712100067,2.14437,41.33477,3.598916874,2316.038941226638,5.0,0
6036024,-5.9,36.15,6.557965796,2517.750692859643,-22.0,0
1712100101,2.17322,41.30542,6.430814404,3054.829253560879,-31.0,0
2050080,-2.833,36.667,6.802424739,4904.563198129052,-16.0,0
1053048,-6.75,37.0,6.348588865,11790.916902711531,-22.0,0
1072102,-2.0,50.5,17.9939251,16885.267626697223,-35.0,0
2063085,-1.75,37.083,5.829124842,11440.260118728474,-937.0,0
6036012,-5.9,35.95,15.61676887,20548.732177271017,-247.0,0
5024001,-7.5,35.333,33.56159292,146306.9558314682,-1428.0,0
1009011,-17.75,27.75,24.02792813,16204.877031421418,-2960.0,1
3000032,-9.5,43.333,67.95543175,41537.53669112697,-353.0,0
6012050,-6.3,36.583,6.886402423,4245.599859485932,-12.0,0
2124147,3.333,42.25,8.993811301,5473.281378609688,-97.0,0
4042006,-15.0,27.75,27.07308017,43986.14611037746,-2251.0,0
1048044,-8.0,36.0,34.10368782,134034.52158488365,-1526.0,0
6000048,-6.5,36.55,11.12495161,16796.996174566317,-54.0,0
5022021,-7.667,37.0,6.717352249,10131.335796305706,-77.0,0
2118110,2.833,39.167,7.868541868,9229.953183307907,-116.0,0
1038090,-10.5,47.5,85.82336867,618364.30607036,-4228.0,0
4004000,-18.167,27.25,29.6315915,52831.31846352302,-3801.0,0
2140124,4.667,40.333,18.69749463,67059.22014948726,-2662.0,0
1054086,-6.5,46.5,71.26550789,319250.9967148611,-4659.0,0
2086107,0.167,38.917,6.422544087,11417.836223664346,-72.0,0
1525100050,-1.89812,36.96614,2.616760793,616.1964895952302,-15.0,0
1026040,-13.5,35.0,49.14282686,401232.3747515654,-3467.0,0
1032062,-12.0,40.5,62.69636152,331425.91535724734,-5256.0,0
5028019,-7.167,36.833,10.43426313,51825.04448183548,-283.0,0
1111100004,-1.92632,43.32242,4.366744742,383.485348885032,14.0,0
4020000,-16.833,27.25,22.57013057,95473.17775685088,-3592.0,0
5000025,-9.5,37.333,49.29610045,66914.88570455131,-1253.0,0
1074075,-1.5,43.75,35.05382167,8154.734798009505,-44.0,0
1034066,-11.5,41.5,65.37788946,293748.0855752203,-3163.0,0
1712100042,2.17545,41.35854,2.982878836,1644.3007374415508,-9.0,0
3013011,-8.96,42.46,20.28872131,2390.9610933134445,-51.0,0
6054012,-5.6,35.95,12.26392652,7875.747075797327,-638.0,1
2156108,6.0,39.0,18.04086646,223226.0324819682,-2847.0,0
4022014,-16.667,28.417,29.3813302,2083.342124646759,-481.0,1
3011012,-9.042,42.5,35.45934957,5744.562658163082,-19.0,0
3157035,-2.958,43.458,32.97608457,4232.424073214067,-74.0,0
6062012,-5.467,35.95,10.96358408,4811.269191627163,-857.0,1
6002060,-6.467,36.75,7.557476173,3638.0162733687007,-13.0,0
6018018,-6.2,36.05,16.45663845,26454.500625989327,-62.0,0
2202168,9.833,44.0,6.593631313,6459.941113191657,-32.0,0
3164036,-2.667,43.5,36.32097522,12055.914311311248,-100.0,0
4022028,-16.667,29.583,37.15154506,91403.63593925229,-3829.0,0
1008010,-18.0,27.5,19.86813689,17874.405486374926,-1858.0,1
1030060,-12.5,40.0,61.74775627,355730.2469589619,-5256.0,0
6056014,-5.567,35.983,10.36574741,4539.256511803598,-545.0,1
1525100033,-1.89623,36.96592,2.632032078,801.5685124765228,-15.0,0
2092122,0.667,40.167,6.577616918,39184.36981663128,-75.0,0
6072028,-5.3,36.217,5.276048152,1649.305080066176,-33.0,0
1058100,-5.5,50.0,57.90911172,12518.730611134986,-51.0,0
4007008,-17.917,27.917,32.82195301,8364.973464222385,-1931.0,1
2085107,0.083,38.917,5.924008062,8339.873028956115,-42.0,0
2098128,1.167,40.667,6.824917775,33318.160360978545,-100.0,0
4048022,-14.5,29.083,37.03199624,72581.34023248794,-3358.0,0
1525100054,-1.89842,36.96719,2.549486973,637.5352439010571,0.0,0
2070080,-1.167,36.667,11.95651679,90096.82108490977,-2632.0,0
3137036,-3.792,43.5,35.4611088,1246.2992347162551,-24.0,0
2060074,-2.0,36.167,12.86113913,79597.43611943864,-1888.0,0
5000001,-9.5,35.333,47.18628313,239068.45555755528,-3698.0,0
1421100010,-15.41181,28.14056,4.66835688,423.41507167908406,-37.0,0
3171032,-2.375,43.333,13.72925002,2028.8563314224384,-39.0,0
2142118,4.833,39.833,17.41349988,55426.67373639999,-2699.0,0
1413100011,-17.10831,28.08777,3.324393411,27.02573516945729,19.0,0
1712100088,2.16059,41.30342,4.194112213,2310.6756452038912,-21.0,0
4058026,-13.667,29.417,38.25510198,24041.00633860674,-2028.0,1
1062110,-4.5,52.5,13.83793359,45826.19076488548,-24.0,0
4021014,-16.75,28.417,30.215562,5337.0268229609865,-811.0,1
1111100005,-1.90885,43.32254,4.757061914,453.7914734982404,11.0,0
1062088,-4.5,47.0,60.73222434,133529.46431815377,-130.0,0
4050008,-14.333,27.917,15.0004156,16890.200934506152,-1657.0,1
4052018,-14.167,28.75,34.68163467,18941.804643432795,-1938.0,1
1611410007,-0.9816,37.595,2.668998243,2393.823363675268,-5.0,0
5024017,-7.5,36.667,15.18743249,58259.41635453726,-561.0,0
4058018,-13.667,28.75,10.38155913,16525.65245600682,-1090.0,1
2132108,4.0,39.0,13.36735973,99993.65264188382,-1985.0,0
1032034,-12.0,33.5,45.53448132,328304.3355958051,-4477.0,0
4060000,-13.5,27.25,16.34487825,13606.309322929968,-58.0,0
4000008,-18.5,27.917,35.01085066,42132.78377621748,-3911.0,0
1060081,-5.0,45.25,62.85021981,264569.45301076927,-4529.0,0
3138044,-3.75,43.833,46.78005555,51914.31043494828,-2990.0,0
2112116,2.333,39.667,8.841260535,8205.365242104148,-91.0,0
1412100010,-17.90423,27.77716,6.664773035,328.8364393146003,23.0,0
4006004,-18.0,27.583,13.61207698,7470.691160362392,-952.0,1
2118132,2.833,41.0,10.99900826,88742.09994053535,-1877.0,0
1050136,-7.5,59.0,91.8071939,166168.97459205714,-545.0,0
4038018,-15.333,28.75,36.13348533,72706.92392322294,-3610.0,0
1040068,-10.0,42.0,63.11789618,123410.77223651996,-2542.0,0
1057044,-5.75,35.933,14.18294414,14695.09874195645,-313.0,1
4046010,-14.667,28.083,32.64085849,17865.59113131586,-681.0,1
1062140,-4.5,60.0,80.19116188,215963.4893668888,-146.0,0
3011030,-9.042,43.25,50.06911501,3800.812884198399,-58.0,0
2123143,3.25,41.917,8.983450592,3880.6943854196393,-121.0,0
4020014,-16.833,28.417,30.78850428,3316.9733736449584,-799.0,1
4049011,-14.417,28.167,30.91014759,7239.847955316979,-336.0,1
4060004,-13.5,27.583,15.6175742,31813.97420958921,-105.0,0
1046136,-8.5,59.0,97.01781233,229836.9957354653,-1536.0,0
4021009,-16.75,28.0,10.74356208,5450.833800542971,-1534.0,1
4060014,-13.5,28.417,14.10039485,38195.58036917451,-1297.0,0
512035113,-5.41,36.096,5.009029153,2597.126375033518,-53.0,0
4058020,-13.667,28.917,4.605605819,637.311357315869,9.0,0
1712100071,2.14886,41.33007,3.606901231,1465.753765984261,8.0,0
2120084,3.0,37.0,12.42923464,25762.152922501413,-2666.0,0
6006042,-6.4,36.45,11.73633178,15202.540593050622,-44.0,0
4032006,-15.833,27.75,13.06548751,12300.114968052032,-639.0,1
2112108,2.333,39.0,8.705723214,68208.1400774451,-967.0,0
1040032,-10.0,33.0,42.02360687,99631.36028698916,-3389.0,0
4012010,-17.5,28.083,27.50562974,17550.335941793197,-1954.0,1
1044088,-9.0,47.0,80.17135516,493543.4784248428,-4347.0,0
1015015,-16.25,28.75,34.90434027,23420.661300401192,-2913.0,1
1521410001,-4.4147,36.7017,2.046046151,2303.41161268168,-19.0,0
8235025,4.33057,39.86661,14.73508876,81.73734037857504,-39.0,0
3012008,-9.0,42.333,40.01412164,16876.26157212053,-80.0,0
1044036,-9.0,34.0,41.77172264,110917.1454507389,-3773.0,0
1525100052,-1.8973,36.96714,2.521132886,751.4044840830052,0.0,0
5012001,-8.5,35.333,42.83830843,233937.17723607345,-2490.0,0
3044043,-7.667,43.792,47.13748894,1180.02745323097,-43.0,0
2154082,5.833,36.833,9.479269803,1540.9357891941456,-14.0,0
2064063,-1.667,35.25,7.493230225,6625.056727437032,-97.0,0
4010030,-17.667,29.75,38.95406757,115943.46675093718,-4305.0,0
4018014,-17.0,28.417,32.11307361,12203.368399975068,-1753.0,1
2080092,-0.333,37.667,9.501962892,41298.155376056326,-259.0,0
4004002,-18.167,27.417,28.69301686,34123.82920802456,-3518.0,0
3084040,-6.0,43.667,38.20780931,11307.415634721818,-81.0,0
1038028,-10.5,32.0,41.80460952,99103.7129349482,-2194.0,0
2128120,3.667,40.0,13.33301757,15303.693773646257,-57.0,0
2114134,2.5,41.167,8.232791028,44241.95335329359,-934.0,0
1038076,-10.5,44.0,73.57201896,192941.13633435985,-4977.0,0
3115034,-4.708,43.417,16.36643567,249.940717948324,-19.0,0
1054124,-6.5,56.0,55.65759439,26685.105483880925,-51.0,0
4052002,-14.167,27.417,21.59356987,82075.319461258,-1969.0,0
2130146,3.833,42.167,14.9178761,61971.42691376197,-1445.0,0
1030074,-12.5,43.5,74.52083693,364901.0013316351,-5080.0,0
4004005,-18.167,27.667,18.23440493,5692.198209902222,-1635.0,1
4022024,-16.667,29.25,36.75774313,94632.80371911023,-3766.0,0
415034023,-16.231,28.48,4.020058962,541.4853381184423,-56.0,0
4026030,-16.333,29.75,37.05806603,49470.56115134141,-3648.0,0
3044044,-7.667,43.833,50.78546739,6441.770830650635,-108.0,0
1712100077,2.17084,41.33463,4.106749238,1.2133862599772045,-19.0,0
2142126,4.833,40.5,17.85408958,97342.47823903745,-2757.0,0
6006036,-6.4,36.35,13.3958432,21435.773677731195,-54.0,0
3132040,-4.0,43.667,43.90490884,29609.64540237392,-1388.0,0
5008003,-8.833,35.5,45.25117502,208546.6943383537,-2988.0,0
1066116,-3.5,54.0,10.67142239,35829.09743901709,-21.0,0
1613100009,-0.482165719,38.33856684,3.159797151,208.43455498796607,-2.0,0
2137120,4.417,40.0,16.50093125,15699.704439893369,-425.0,1
1054108,-6.5,52.0,28.89840176,33484.843917645885,-50.0,0
4055020,-13.917,28.917,32.56929122,5686.243000528798,-1079.0,1
5024005,-7.5,35.667,31.69283635,161225.66198758775,-1429.0,0
2083118,-0.083,39.833,3.673735271,1904.0505460548995,-10.0,0
6068022,-5.367,36.117,2.688680027,1876.3953405894267,-96.0,0
4044016,-14.833,28.583,35.69636324,71365.61882582997,-3486.0,0
4018010,-17.0,28.083,20.5474445,11182.974067093492,-824.0,1
2027076,-4.75,36.333,6.849794274,22209.78544961044,-625.0,0
1032088,-12.0,47.0,87.03752874,675942.9844145309,-4790.0,0
1066086,-3.5,46.5,56.027745,129480.58520612514,-118.0,0
2132116,4.0,39.667,8.256507678,32178.350244923546,-1145.0,0
1032022,-12.0,30.5,42.21088431,227474.5920581424,-1991.0,0
3180048,-2.0,44.0,43.96934839,70880.34243919731,-140.0,0
4066030,-13.0,29.75,39.49689027,80495.20453391873,-1794.0,0
6060016,-5.5,36.017,6.837978197,3107.753721754896,-78.0,0
1813100007,2.633674912,39.56027246,3.683692454,130.58043365849778,-8.0,0
2129118,3.75,39.833,10.76815886,17440.326594573355,-95.0,0
1012014,-17.0,28.5,32.94027522,20492.86557757389,-2340.0,1
1030072,-12.5,43.0,72.64272722,357279.28987066017,-3330.0,0
1050092,-7.5,48.0,75.94203059,274419.8734665959,-175.0,0
3012010,-9.0,42.417,36.64401933,10151.986744976388,-70.0,0
1040072,-10.0,43.0,68.38609768,79557.43300575684,-3006.0,0
2128112,3.667,39.333,11.96711179,44604.884172173886,-1587.0,0
5002013,-9.333,36.333,48.85205202,102584.8284650376,-3463.0,0
4012026,-17.5,29.417,38.23531703,79663.92714742993,-4101.0,0
3152036,-3.167,43.5,36.96236761,17571.656050591213,-97.0,0
1034052,-11.5,38.0,54.79646869,245092.6333214047,-5080.0,0
4002010,-18.333,28.083,35.45122254,44953.2779629318,-3769.0,0
2132128,4.0,40.667,17.53667515,86651.5828028132,-2470.0,0
2098112,1.167,39.333,10.01140875,42335.39751286553,-968.0,0
4066012,-13.0,28.25,22.54516152,39358.45938049382,-99.0,0
3068040,-6.667,43.667,37.94225899,13678.334635917558,-113.0,0
1022013,-14.5,28.25,33.20840972,18433.27424907724,-1394.0,1
2200114,9.667,39.5,4.780281911,3349.4591122890984,-53.0,0
5012015,-8.5,36.5,33.84660761,81290.27683950373,-2311.0,0
1034018,-11.5,29.5,40.42608655,106719.11791737827,-1565.0,0
6024006,-6.1,35.85,19.71494987,21453.464575703645,-344.0,1
5026011,-7.333,36.167,24.1075305,123021.786071349,-930.0,0
5026019,-7.333,36.833,10.92917213,46996.80343921681,-457.0,0
1054082,-6.5,45.5,68.86608534,296068.87334767147,-4831.0,0
4064022,-13.167,29.083,31.53843348,31573.484321047494,-1367.0,0
1525100060,-1.89898,36.96609,2.61826788,524.3407675735616,-15.0,0
2200148,9.667,42.333,4.462446306,12735.778255448928,-393.0,0
1813100017,2.629191706,39.54982233,3.267966703,958.1899239730684,-11.0,0
1712100011,2.18191,41.37036,3.173822009,1962.7970714738133,-10.0,0
3074038,-6.417,43.583,32.88330963,3278.815195215764,-49.0,0
1036056,-11.0,39.0,56.48987345,169460.6592801319,-3334.0,0
2032076,-4.333,36.333,7.884604895,40391.25836362727,-742.0,0
2062082,-1.833,36.833,8.210778135,16433.365232420725,-462.0,0
5022005,-7.667,35.667,33.43613475,178526.442301581,-1455.0,0
4062026,-13.333,29.417,38.44472976,24053.04585369127,-184.0,0
6040020,-5.833,36.083,8.280913582,3079.122978296972,-35.0,0
5020017,-7.833,36.667,17.48142135,42303.42098775438,-768.0,0
2056072,-2.333,36.0,12.80318422,102280.38561990071,-1836.0,0
2196088,9.333,37.333,12.85820601,12080.180384730556,-120.0,0
1046088,-8.5,47.0,78.62820338,445825.90892681584,-4182.0,0
2116120,2.667,40.0,11.25880182,24590.958787632604,-1368.0,1
2132112,4.0,39.333,11.5390771,75089.89633916148,-1850.0,0
3172032,-2.333,43.333,17.5404183,3641.933875698076,-54.0,0
315047087,-6.333,36.575,9.610073495,6084.557121800675,-15.0,0
2044078,-3.333,36.5,8.347527494,28610.76682403252,-872.0,0
4002030,-18.333,29.75,39.35183269,123453.18543664349,-4453.0,0
6018030,-6.2,36.25,11.98628341,8752.605555646724,-28.0,0
1712100097,2.16264,41.31906,3.421585587,774.0264243074475,-17.0,0
1022080,-14.5,45.0,82.45891856,653841.4949668535,-4796.0,0
8057102,1.43874,38.89244,4.289440379,1260.0101931679258,-20.0,0
2092102,0.667,38.5,9.05920846,59228.62391191026,-741.0,0
1412100003,-17.9011,27.7839,3.634272722,507.2272065000667,49.0,0
2066084,-1.5,37.0,8.531869908,40959.97807654986,-1792.0,0
4056002,-13.833,27.417,18.16494619,56043.26357493565,-1333.0,0
